member_id,tree_id,tree_code,node_type,historical_real,rule_profile,latest_generation_birth_year,generation_gap
1000032,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000033,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000034,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000035,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000036,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000037,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000038,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000039,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000040,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000041,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000042,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000043,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000044,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000045,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000046,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000047,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000048,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000049,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000050,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000051,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000052,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000053,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000054,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000055,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000056,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000057,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000058,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000059,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000060,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000061,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000062,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000063,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000064,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000065,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000066,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000067,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000068,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000069,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000070,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000071,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000072,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000073,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000074,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000075,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000076,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000077,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000078,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000079,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000080,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000081,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000082,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000083,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000084,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000085,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000086,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000087,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000088,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000089,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000090,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000091,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000092,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000093,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000094,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000095,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000096,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000097,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000098,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000099,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000100,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000101,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000102,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000103,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000104,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000105,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000106,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000107,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000108,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000109,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000110,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000111,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000112,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000113,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000114,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000115,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000116,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000117,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000118,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000119,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000120,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000121,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000122,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000123,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000124,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000125,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000126,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000127,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000128,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000129,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000130,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000131,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000132,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000133,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000134,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000135,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000136,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000137,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000138,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000139,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000140,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000141,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000142,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000143,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000144,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000145,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000146,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000147,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000148,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000149,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000150,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000151,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000152,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000153,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000154,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000155,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000156,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000157,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000158,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000159,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000160,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000161,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000162,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000163,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000164,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000165,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000166,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000167,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000168,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000169,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000170,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000171,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000172,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000173,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000174,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000175,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000176,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000177,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000178,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000179,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000180,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000181,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000182,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000183,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000184,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000185,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000186,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000187,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000188,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000189,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000190,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000191,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000192,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000193,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000194,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000195,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000196,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000197,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000198,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000199,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000200,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000201,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000202,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000203,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000204,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000205,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000206,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000207,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000208,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000209,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000210,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000211,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000212,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000213,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000214,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000215,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000216,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000217,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000218,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000219,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000220,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000221,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000222,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000223,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000224,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000225,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000226,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000227,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000228,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000229,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000230,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000231,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000232,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000233,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000234,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000235,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000236,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000237,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000238,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000239,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000240,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000241,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000242,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000243,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000244,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000245,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000246,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000247,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000248,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000249,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000250,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000251,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000252,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000253,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000254,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000255,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000256,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000257,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000258,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000259,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000260,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000261,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000262,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000263,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000264,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000265,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000266,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000267,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000268,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000269,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000270,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000271,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000272,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000273,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000274,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000275,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000276,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000277,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000278,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000279,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000280,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000281,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000282,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000283,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000284,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000285,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000286,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000287,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000288,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000289,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000290,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000291,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000292,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000293,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000294,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000295,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000296,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000297,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000298,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000299,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000300,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000301,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000302,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000303,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000304,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000305,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000306,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000307,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000308,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000309,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000310,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000311,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000312,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000313,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000314,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000315,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000316,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000317,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000318,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000319,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000320,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000321,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000322,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000323,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000324,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000325,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000326,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000327,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000328,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000329,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000330,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000331,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000332,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000333,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000334,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000335,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000336,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000337,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000338,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000339,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000340,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000341,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000342,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000343,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000344,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000345,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000346,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000347,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000348,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000349,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000350,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000351,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000352,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000353,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000354,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000355,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000356,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000357,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000358,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000359,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000360,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000361,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000362,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000363,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000364,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000365,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000366,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000367,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000368,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000369,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000370,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000371,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000372,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000373,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000374,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000375,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000376,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000377,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000378,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000379,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000380,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000381,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000382,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000383,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000384,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000385,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000386,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000387,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000388,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000389,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000390,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000391,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000392,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000393,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000394,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000395,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000396,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000397,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000398,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000399,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000400,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000401,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000402,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000403,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000404,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000405,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000406,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000407,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000408,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
1000409,7001,han_liu,generated,false,stage7_synthetic_v2,2008,22
